Country/Region,Date,Confirmed,Deaths,Recovered,Active,New cases,New deaths,New recovered
Croatia,2020-05-22,2243,99,2011,133,6,2,33
Cuba,2020-05-22,1916,81,1631,204,8,1,28
Cyprus,2020-05-22,927,17,561,349,4,0,0
Czechia,2020-05-22,8813,312,6025,2476,59,6,99
Denmark,2020-05-22,11417,561,9951,905,48,0,121
Djibouti,2020-05-22,2270,10,1064,1196,223,0,9
Dominica,2020-05-22,16,0,16,0,0,0,0
Dominican Republic,2020-05-22,13989,456,7572,5961,332,8,206
Ecuador,2020-05-22,35828,3056,3557,29215,522,117,0
Egypt,2020-05-22,15786,707,4374,10705,783,11,157
El Salvador,2020-05-22,1725,33,570,1122,85,0,26
Equatorial Guinea,2020-05-22,960,11,165,784,57,1,143
Eritrea,2020-05-22,39,0,39,0,0,0,0
Estonia,2020-05-22,1807,64,1508,235,7,0,20
Eswatini,2020-05-22,225,2,119,104,5,0,7
Ethiopia,2020-05-22,433,5,128,300,34,0,5
Fiji,2020-05-22,18,0,15,3,0,0,0
Finland,2020-05-22,6537,306,4800,1431,44,0,0
France,2020-05-22,182354,28292,64327,89735,403,74,351
Gabon,2020-05-22,1728,12,402,1314,161,0,37
Gambia,2020-05-22,25,1,13,11,1,0,0
Georgia,2020-05-22,723,12,495,216,2,0,10
Germany,2020-05-22,179710,8228,159064,12418,689,25,977
Ghana,2020-05-22,6486,31,1951,4504,217,0,53
Greece,2020-05-22,2874,169,1374,1331,21,1,0
Greenland,2020-05-22,11,0,11,0,0,0,0
Grenada,2020-05-22,22,0,17,5,0,0,0
Guatemala,2020-05-22,2743,51,222,2470,231,3,0
Guinea,2020-05-22,3067,19,1575,1473,0,1,0
Guinea-Bissau,2020-05-22,1114,6,42,1066,5,0,0
Guyana,2020-05-22,127,10,57,60,0,0,0
Haiti,2020-05-22,812,25,22,765,78,0,1
Holy See,2020-05-22,12,0,2,10,0,0,0
Honduras,2020-05-22,3477,167,439,2871,273,11,42
Hungary,2020-05-22,3678,476,1587,1615,37,3,78
Iceland,2020-05-22,1803,10,1791,2,0,0,1
India,2020-05-22,124794,3726,51824,69244,6568,142,3271
Indonesia,2020-05-22,20796,1326,5057,14413,634,48,219
Iran,2020-05-22,131652,7300,102276,22076,2311,51,1712
Iraq,2020-05-22,3964,147,2532,1285,87,7,49
Ireland,2020-05-22,24506,1592,21060,1854,115,9,0
Israel,2020-05-22,16690,279,13915,2496,7,0,191
Italy,2020-05-22,228658,32616,136720,59322,652,130,2160
Jamaica,2020-05-22,544,9,191,344,10,0,10
Japan,2020-05-22,16385,836,13005,2544,23,10,333
Jordan,2020-05-22,700,9,461,230,16,0,4
Kazakhstan,2020-05-22,7919,35,4096,3788,685,0,253
Kenya,2020-05-22,1161,50,380,731,52,0,5
Kosovo,2020-05-22,1004,29,772,203,1,0,0
Kuwait,2020-05-22,19564,138,5515,13911,955,9,310
Kyrgyzstan,2020-05-22,1350,14,939,397,37,0,16
Laos,2020-05-22,19,0,14,5,0,0,0
Latvia,2020-05-22,1030,22,712,296,5,0,18
Lebanon,2020-05-22,1086,26,663,397,62,0,0
Lesotho,2020-05-22,2,0,0,2,1,0,0
Liberia,2020-05-22,249,24,136,89,9,1,5
Libya,2020-05-22,72,3,38,31,1,0,3
Liechtenstein,2020-05-22,82,1,81,0,0,0,0
Lithuania,2020-05-22,1604,61,1111,432,11,0,62
Luxembourg,2020-05-22,3981,109,3748,124,1,0,7
Madagascar,2020-05-22,448,2,135,311,43,0,4
Malawi,2020-05-22,82,3,28,51,10,0,1
Malaysia,2020-05-22,7137,115,5859,1163,78,1,63
Maldives,2020-05-22,1274,4,109,1161,58,0,18
Mali,2020-05-22,969,62,560,347,22,2,2
Malta,2020-05-22,600,6,469,125,1,0,1
Mauritania,2020-05-22,200,6,7,187,27,1,0
Mauritius,2020-05-22,332,10,322,0,0,0,0
Mexico,2020-05-22,62527,6989,42191,13347,2960,479,2039
Moldova,2020-05-22,6847,237,3369,3241,143,4,416
Monaco,2020-05-22,97,4,90,3,0,0,0
Mongolia,2020-05-22,141,0,28,113,1,0,2
Montenegro,2020-05-22,324,9,314,1,0,0,0
Morocco,2020-05-22,7332,197,4377,2758,121,1,97
Mozambique,2020-05-22,164,0,0,164,2,0,0
Namibia,2020-05-22,19,0,14,5,1,0,0
Nepal,2020-05-22,516,3,70,443,59,0,21
Netherlands,2020-05-22,45082,5807,168,39107,188,13,5
New Zealand,2020-05-22,1504,21,1455,28,0,0,0
Nicaragua,2020-05-22,279,17,199,63,0,0,0
Niger,2020-05-22,937,60,764,113,13,0,11
Nigeria,2020-05-22,7261,221,2007,5033,245,10,100
North Macedonia,2020-05-22,1921,112,1387,422,23,1,9
Norway,2020-05-22,8332,235,7727,370,23,0,7695
Oman,2020-05-22,6794,34,1821,4939,424,3,0
Pakistan,2020-05-22,52437,1101,16653,34683,1743,34,1452
Panama,2020-05-22,10267,295,6275,3697,151,4,30
Papua New Guinea,2020-05-22,8,0,8,0,0,0,0
Paraguay,2020-05-22,838,11,264,563,2,0,8
Peru,2020-05-22,111698,3244,44848,63606,2929,96,1261
Philippines,2020-05-22,13597,857,3092,9648,163,11,92
Poland,2020-05-22,20619,982,8731,10906,476,10,279
Portugal,2020-05-22,30200,1289,7590,21321,288,12,1138
Qatar,2020-05-22,40481,19,7893,32569,1830,2,605
Romania,2020-05-22,17712,1166,10777,5769,127,10,196
Russia,2020-05-22,326448,3249,99825,223374,8894,150,7144
Rwanda,2020-05-22,321,0,222,99,1,0,5
Saint Kitts and Nevis,2020-05-22,15,0,15,0,0,0,0
Saint Lucia,2020-05-22,18,0,18,0,0,0,0
Saint Vincent and the Grenadines,2020-05-22,18,0,14,4,0,0,0
San Marino,2020-05-22,661,41,254,366,3,0,19
Sao Tome and Principe,2020-05-22,251,8,4,239,0,0,0
Saudi Arabia,2020-05-22,67719,364,39003,28352,2642,13,2963
Senegal,2020-05-22,2909,33,1311,1565,97,0,60
Serbia,2020-05-22,11024,237,5541,5246,105,0,171
Seychelles,2020-05-22,11,0,11,0,0,0,0
Sierra Leone,2020-05-22,606,38,230,338,21,3,25
Singapore,2020-05-22,30426,23,12995,17408,614,0,878
Slovakia,2020-05-22,1503,28,1256,219,1,0,11
Slovenia,2020-05-22,1468,106,1340,22,0,0,0
Somalia,2020-05-22,1594,61,204,1329,0,0,0
South Africa,2020-05-22,20125,397,10104,9624,988,28,1154
South Korea,2020-05-22,11165,266,10194,705,23,2,32
South Sudan,2020-05-22,563,6,6,551,82,2,2
Spain,2020-05-22,234824,28628,150376,55820,1787,688,0
Sri Lanka,2020-05-22,1068,9,620,439,13,0,16
Sudan,2020-05-22,3378,137,372,2869,240,16,63
Suriname,2020-05-22,11,1,9,1,0,0,0
Sweden,2020-05-22,32809,3925,0,28884,637,54,0
Switzerland,2020-05-22,30707,1903,27900,904,13,5,0
Syria,2020-05-22,59,4,0,55,1,1,0
Taiwan*,2020-05-22,441,7,408,26,1,0,10
Tajikistan,2020-05-22,2551,44,1089,1418,201,0,619
Tanzania,2020-05-22,509,21,183,305,0,0,0
Thailand,2020-05-22,3037,56,2910,71,0,0,13
Timor-Leste,2020-05-22,24,0,0,24,0,0,0
Togo,2020-05-22,363,12,121,230,9,0,3
Trinidad and Tobago,2020-05-22,116,8,108,0,0,0,0
Tunisia,2020-05-22,1048,47,903,98,2,0,20
Turkey,2020-05-22,154500,4276,116111,34113,952,27,1121
US,2020-05-22,1608653,97025,350135,1161493,24141,1269,51717
Uganda,2020-05-22,175,0,68,107,15,0,2
Ukraine,2020-05-22,20148,588,6585,12975,442,9,358
United Arab Emirates,2020-05-22,27892,241,13798,13853,994,4,1043
United Kingdom,2020-05-22,244174,36533,1142,206499,2041,358,8
Uruguay,2020-05-22,753,20,603,130,4,0,9
Uzbekistan,2020-05-22,3028,13,2492,523,64,0,85
Venezuela,2020-05-22,944,10,262,672,62,0,0
Vietnam,2020-05-22,324,0,267,57,0,0,1
West Bank and Gaza,2020-05-22,423,2,346,75,0,0,0
Western Sahara,2020-05-22,6,0,6,0,0,0,0
Yemen,2020-05-22,209,33,11,165,12,0,6
Zambia,2020-05-22,920,7,336,577,54,0,34
Zimbabwe,2020-05-22,51,4,18,29,0,0,0
Afghanistan,2020-05-23,9998,216,1040,8742,782,11,44
Albania,2020-05-23,989,31,783,175,8,0,6
Algeria,2020-05-23,8113,592,4426,3095,195,10,170
Andorra,2020-05-23,762,51,653,58,0,0,1
Angola,2020-05-23,61,4,18,39,1,1,1
Antigua and Barbuda,2020-05-23,25,3,19,3,0,0,0
Argentina,2020-05-23,11353,445,3530,7378,704,12,468
Armenia,2020-05-23,6302,77,2936,3289,374,3,62
Australia,2020-05-23,7114,102,6508,504,15,1,23
Austria,2020-05-23,16486,639,15037,810,50,4,32
Azerbaijan,2020-05-23,3982,49,2506,1427,127,3,107
Bahamas,2020-05-23,100,11,45,44,3,0,1
Bahrain,2020-05-23,8802,13,4465,4324,388,1,369
Bangladesh,2020-05-23,32078,452,6486,25140,1873,20,296
Barbados,2020-05-23,92,7,70,15,2,0,0
Belarus,2020-05-23,35244,194,13528,21522,941,4,695
Belgium,2020-05-23,56810,9237,15155,32418,299,25,32
Belize,2020-05-23,18,2,16,0,0,0,0
Benin,2020-05-23,135,3,61,71,0,0,0
Bhutan,2020-05-23,24,0,6,18,3,0,0
Bolivia,2020-05-23,5915,240,609,5066,336,10,34
Bosnia and Herzegovina,2020-05-23,2391,141,1662,588,19,0,48
Botswana,2020-05-23,30,1,19,10,0,0,0
Brazil,2020-05-23,347398,22013,142587,182798,16508,965,7157
Brunei,2020-05-23,141,1,136,4,0,0,0
Bulgaria,2020-05-23,2408,126,808,1474,36,1,39
Burkina Faso,2020-05-23,814,52,672,90,0,0,0
Burma,2020-05-23,201,6,120,75,2,0,4
Burundi,2020-05-23,42,1,20,21,0,0,0
Cabo Verde,2020-05-23,371,3,142,226,9,0,47
Cambodia,2020-05-23,124,0,122,2,1,0,0
Cameroon,2020-05-23,4400,159,1822,2419,0,0,0
Canada,2020-05-23,85137,6465,0,78672,1204,106,0
Central African Republic,2020-05-23,552,1,18,533,73,1,0
Chad,2020-05-23,648,60,204,384,37,2,8
Chile,2020-05-23,80287,673,26546,53068,9842,43,1204
China,2020-05-23,84084,4638,77759,1687,3,0,3
Colombia,2020-05-23,20177,705,4718,14754,1046,23,143
Comoros,2020-05-23,78,1,18,59,0,0,0
Congo (Brazzaville),2020-05-23,487,16,147,324,18,0,10
Congo (Kinshasa),2020-05-23,2025,63,312,1650,80,0,0
Costa Rica,2020-05-23,918,10,607,301,7,0,7
Cote d'Ivoire,2020-05-23,2366,30,1188,1148,25,1,42
Croatia,2020-05-23,2243,99,2023,121,0,0,12
Cuba,2020-05-23,1931,81,1671,179,15,0,40
Cyprus,2020-05-23,927,17,594,316,0,0,33
Czechia,2020-05-23,8890,314,6044,2532,77,2,19
Denmark,2020-05-23,11476,561,10023,892,59,0,72
Djibouti,2020-05-23,2270,10,1064,1196,0,0,0
Dominica,2020-05-23,16,0,16,0,0,0,0
Dominican Republic,2020-05-23,14422,458,7854,6110,433,2,282
Ecuador,2020-05-23,36258,3096,3557,29605,430,40,0
Egypt,2020-05-23,16513,735,4628,11150,727,28,254
El Salvador,2020-05-23,1819,33,570,1216,94,0,0
Equatorial Guinea,2020-05-23,960,11,165,784,0,0,0
Eritrea,2020-05-23,39,0,39,0,0,0,0
Estonia,2020-05-23,1821,64,1526,231,14,0,18
Eswatini,2020-05-23,238,2,119,117,13,0,0
Ethiopia,2020-05-23,494,5,151,338,61,0,23
Fiji,2020-05-23,18,0,15,3,0,0,0
Finland,2020-05-23,6568,306,4800,1462,31,0,0
France,2020-05-23,182694,28335,64665,89694,340,43,338
Gabon,2020-05-23,1934,12,459,1463,206,0,57
Gambia,2020-05-23,25,1,13,11,0,0,0
Georgia,2020-05-23,728,12,509,207,5,0,14
Germany,2020-05-23,179986,8261,159716,12009,276,33,652
Ghana,2020-05-23,6617,31,1978,4608,131,0,27
Greece,2020-05-23,2876,171,1374,1331,2,2,0
Greenland,2020-05-23,11,0,11,0,0,0,0
Grenada,2020-05-23,22,0,17,5,0,0,0
Guatemala,2020-05-23,3054,55,244,2755,311,4,22
Guinea,2020-05-23,3176,20,1631,1525,109,1,56
Guinea-Bissau,2020-05-23,1114,6,42,1066,0,0,0
Guyana,2020-05-23,127,10,58,59,0,0,1
Haiti,2020-05-23,865,26,22,817,53,1,0
Holy See,2020-05-23,12,0,2,10,0,0,0
Honduras,2020-05-23,3477,167,439,2871,0,0,0
Hungary,2020-05-23,3713,482,1655,1576,35,6,68
Iceland,2020-05-23,1804,10,1791,3,1,0,0
India,2020-05-23,131423,3868,54385,73170,6629,142,2561
Indonesia,2020-05-23,21745,1351,5249,15145,949,25,192
Iran,2020-05-23,133521,7359,104072,22090,1869,59,1796
Iraq,2020-05-23,4272,152,2585,1535,308,5,53
Ireland,2020-05-23,24582,1604,21060,1918,76,12,0
Israel,2020-05-23,16712,279,14090,2343,22,0,175
Italy,2020-05-23,229327,32735,138840,57752,669,119,2120
Jamaica,2020-05-23,550,9,200,341,6,0,9
Japan,2020-05-23,16410,845,13244,2321,25,9,239
Jordan,2020-05-23,704,9,470,225,4,0,9
Kazakhstan,2020-05-23,7919,35,4214,3670,0,0,118
Kenya,2020-05-23,1192,50,380,762,31,0,0
Kosovo,2020-05-23,1025,29,782,214,21,0,10
Kuwait,2020-05-23,20464,148,5747,14569,900,10,232
Kyrgyzstan,2020-05-23,1365,14,957,394,15,0,18
Laos,2020-05-23,19,0,14,5,0,0,0
Latvia,2020-05-23,1046,22,712,312,16,0,0
Lebanon,2020-05-23,1097,26,667,404,11,0,4
Lesotho,2020-05-23,2,0,0,2,0,0,0
Liberia,2020-05-23,255,26,136,93,6,2,0
Libya,2020-05-23,75,3,39,33,3,0,1
Liechtenstein,2020-05-23,82,1,81,0,0,0,0
Lithuania,2020-05-23,1616,63,1135,418,12,2,24
Luxembourg,2020-05-23,3990,109,3758,123,9,0,10
Madagascar,2020-05-23,488,2,138,348,40,0,3
Malawi,2020-05-23,82,3,28,51,0,0,0
Malaysia,2020-05-23,7185,115,5912,1158,48,0,53
Maldives,2020-05-23,1313,4,128,1181,39,0,19
Mali,2020-05-23,1015,63,574,378,46,1,14
Malta,2020-05-23,609,6,473,130,9,0,4
Mauritania,2020-05-23,227,6,7,214,27,0,0
Mauritius,2020-05-23,332,10,322,0,0,0,0
Mexico,2020-05-23,65856,7179,44424,14253,3329,190,2233
Moldova,2020-05-23,6994,242,3452,3300,147,5,83
Monaco,2020-05-23,98,4,90,4,1,0,0
Mongolia,2020-05-23,141,0,30,111,0,0,2
Montenegro,2020-05-23,324,9,314,1,0,0,0
Morocco,2020-05-23,7406,198,4638,2570,74,1,261
Mozambique,2020-05-23,168,0,0,168,4,0,0
Namibia,2020-05-23,20,0,14,6,1,0,0
Nepal,2020-05-23,584,3,70,511,68,0,0
Netherlands,2020-05-23,45259,5830,168,39261,177,23,0
New Zealand,2020-05-23,1504,21,1456,27,0,0,1
Nicaragua,2020-05-23,279,17,199,63,0,0,0
Niger,2020-05-23,943,61,775,107,6,1,11
Nigeria,2020-05-23,7526,221,2174,5131,265,0,167
North Macedonia,2020-05-23,1941,113,1411,417,20,1,24
Norway,2020-05-23,8346,235,7727,384,14,0,0
Oman,2020-05-23,7257,36,1848,5373,463,2,27
Pakistan,2020-05-23,54601,1133,17198,36270,2164,32,545
Panama,2020-05-23,10577,299,6279,3999,310,4,4
Papua New Guinea,2020-05-23,8,0,8,0,0,0,0
Paraguay,2020-05-23,850,11,298,541,12,0,34
Peru,2020-05-23,115754,3373,47915,64466,4056,129,3067
Philippines,2020-05-23,13777,863,3177,9737,180,6,85
Poland,2020-05-23,20931,993,8977,10961,312,11,246
Portugal,2020-05-23,30471,1302,7705,21464,271,13,115
Qatar,2020-05-23,42213,21,8513,33679,1732,2,620
Romania,2020-05-23,17857,1176,11187,5494,145,10,410
Russia,2020-05-23,335882,3388,107936,224558,9434,139,8111
Rwanda,2020-05-23,325,0,227,98,4,0,5
Saint Kitts and Nevis,2020-05-23,15,0,15,0,0,0,0
Saint Lucia,2020-05-23,18,0,18,0,0,0,0
Saint Vincent and the Grenadines,2020-05-23,18,0,14,4,0,0,0
San Marino,2020-05-23,665,42,266,357,4,1,12
Sao Tome and Principe,2020-05-23,251,8,4,239,0,0,0
Saudi Arabia,2020-05-23,70161,379,41236,28546,2442,15,2233
Senegal,2020-05-23,2976,34,1416,1526,67,1,105
Serbia,2020-05-23,11092,238,5699,5155,68,1,158
Seychelles,2020-05-23,11,0,11,0,0,0,0
Sierra Leone,2020-05-23,621,39,241,341,15,1,11
Singapore,2020-05-23,31068,23,13882,17163,642,0,887
Slovakia,2020-05-23,1504,28,1280,196,1,0,24
Slovenia,2020-05-23,1468,106,1340,22,0,0,0
Somalia,2020-05-23,1594,61,204,1329,0,0,0
South Africa,2020-05-23,21343,407,10104,10832,1218,10,0
South Korea,2020-05-23,11190,266,10213,711,25,0,19
South Sudan,2020-05-23,655,8,6,641,92,2,0
Spain,2020-05-23,235290,28678,150376,56236,466,50,0
Sri Lanka,2020-05-23,1089,9,660,420,21,0,40
Sudan,2020-05-23,3628,146,424,3058,250,9,52
Suriname,2020-05-23,11,1,9,1,0,0,0
Sweden,2020-05-23,33188,3992,0,29196,379,67,0
Switzerland,2020-05-23,30725,1905,28000,820,18,2,100
Syria,2020-05-23,70,4,0,66,11,0,0
Taiwan*,2020-05-23,441,7,411,23,0,0,3
Tajikistan,2020-05-23,2738,44,1223,1471,187,0,134
Tanzania,2020-05-23,509,21,183,305,0,0,0
Thailand,2020-05-23,3040,56,2916,68,3,0,6
Timor-Leste,2020-05-23,24,0,0,24,0,0,0
Togo,2020-05-23,373,12,133,228,10,0,12
Trinidad and Tobago,2020-05-23,116,8,108,0,0,0,0
Tunisia,2020-05-23,1048,48,914,86,0,1,11
Turkey,2020-05-23,155686,4308,117602,33776,1186,32,1491
US,2020-05-23,1630476,98146,361239,1171091,21823,1121,11104
Uganda,2020-05-23,198,0,68,130,23,0,0
Ukraine,2020-05-23,20580,605,6929,13046,432,17,344
United Arab Emirates,2020-05-23,28704,244,14495,13965,812,3,697
United Kingdom,2020-05-23,245682,36816,1149,207717,1508,283,7
Uruguay,2020-05-23,764,22,616,126,11,2,13
Uzbekistan,2020-05-23,3115,13,2532,570,87,0,40
Venezuela,2020-05-23,1010,10,262,738,66,0,0
Vietnam,2020-05-23,325,0,267,58,1,0,0
West Bank and Gaza,2020-05-23,423,3,348,72,0,1,2
Western Sahara,2020-05-23,6,0,6,0,0,0,0
Yemen,2020-05-23,212,39,11,162,3,6,0
Zambia,2020-05-23,920,7,336,577,0,0,0
Zimbabwe,2020-05-23,56,4,18,34,5,0,0
Afghanistan,2020-05-24,10582,218,1075,9289,584,2,35
Albania,2020-05-24,998,32,789,177,9,1,6
Algeria,2020-05-24,8306,600,4784,2922,193,8,358
Andorra,2020-05-24,762,51,653,58,0,0,0
Angola,2020-05-24,69,4,18,47,8,0,0
Antigua and Barbuda,2020-05-24,25,3,19,3,0,0,0
Argentina,2020-05-24,12076,452,3732,7892,723,7,202
Armenia,2020-05-24,6661,81,3064,3516,359,4,128
Australia,2020-05-24,7114,102,6531,481,0,0,23
Austria,2020-05-24,16503,640,15063,800,17,1,26
Azerbaijan,2020-05-24,4122,49,2607,1466,140,0,101
Bahamas,2020-05-24,100,11,45,44,0,0,0
Bahrain,2020-05-24,9138,14,4587,4537,336,1,122
Bangladesh,2020-05-24,33610,480,6901,26229,1532,28,415
Barbados,2020-05-24,92,7,70,15,0,0,0
Belarus,2020-05-24,36198,199,14155,21844,954,5,627
Belgium,2020-05-24,57092,9280,15272,32540,282,43,117
Belize,2020-05-24,18,2,16,0,0,0,0
Benin,2020-05-24,191,3,82,106,56,0,21
Bhutan,2020-05-24,24,0,6,18,0,0,0
Bolivia,2020-05-24,6263,250,629,5384,348,10,20
Bosnia and Herzegovina,2020-05-24,2401,144,1680,577,10,3,18
Botswana,2020-05-24,35,1,19,15,5,0,0
Brazil,2020-05-24,363211,22666,149911,190634,15813,653,7324
Brunei,2020-05-24,141,1,137,3,0,0,1
Bulgaria,2020-05-24,2427,130,840,1457,19,4,32
Burkina Faso,2020-05-24,814,52,672,90,0,0,0
Burma,2020-05-24,201,6,122,73,0,0,2
Burundi,2020-05-24,42,1,20,21,0,0,0
Cabo Verde,2020-05-24,380,3,155,222,9,0,13
Cambodia,2020-05-24,124,0,122,2,0,0,0
Cameroon,2020-05-24,4890,165,1865,2860,490,6,43
Canada,2020-05-24,86092,6533,0,79559,955,68,0
Central African Republic,2020-05-24,604,1,22,581,52,0,4
Chad,2020-05-24,675,60,215,400,27,0,11
Chile,2020-05-24,83996,718,28148,55130,3709,45,1602
China,2020-05-24,84095,4638,77767,1690,11,0,8
Colombia,2020-05-24,21175,727,5016,15432,998,22,298
Comoros,2020-05-24,87,1,21,65,9,0,3
Congo (Brazzaville),2020-05-24,487,16,147,324,0,0,0
Congo (Kinshasa),2020-05-24,2141,63,317,1761,116,0,5
Costa Rica,2020-05-24,930,10,620,300,12,0,13
Cote d'Ivoire,2020-05-24,2376,30,1219,1127,10,0,31
Croatia,2020-05-24,2244,99,2027,118,1,0,4
Cuba,2020-05-24,1941,82,1689,170,10,1,18
Cyprus,2020-05-24,935,17,594,324,8,0,0
Czechia,2020-05-24,8955,315,6078,2562,65,1,34
Denmark,2020-05-24,11547,562,10087,898,71,1,64
Djibouti,2020-05-24,2270,10,1064,1196,0,0,0
Dominica,2020-05-24,16,0,16,0,0,0,0
Dominican Republic,2020-05-24,14801,458,8133,6210,379,0,279
Ecuador,2020-05-24,36756,3108,3560,30088,498,12,3
Egypt,2020-05-24,17265,764,4807,11694,752,29,179
El Salvador,2020-05-24,1915,35,633,1247,96,2,63
Equatorial Guinea,2020-05-24,960,11,165,784,0,0,0
Eritrea,2020-05-24,39,0,39,0,0,0,0
Estonia,2020-05-24,1823,64,1532,227,2,0,6
Eswatini,2020-05-24,250,2,156,92,12,0,37
Ethiopia,2020-05-24,582,5,152,425,88,0,1
Fiji,2020-05-24,18,0,15,3,0,0,0
Finland,2020-05-24,6579,307,4800,1472,11,1,0
France,2020-05-24,182709,28370,64735,89604,15,35,70
Gabon,2020-05-24,1934,12,459,1463,0,0,0
Gambia,2020-05-24,25,1,13,11,0,0,0
Georgia,2020-05-24,730,12,522,196,2,0,13
Germany,2020-05-24,180328,8283,160281,11764,342,22,565
Ghana,2020-05-24,6683,32,1998,4653,66,1,20
Greece,2020-05-24,2878,171,1374,1333,2,0,0
Greenland,2020-05-24,12,0,11,1,1,0,0
Grenada,2020-05-24,22,0,17,5,0,0,0
Guatemala,2020-05-24,3424,58,258,3108,370,3,14
Guinea,2020-05-24,3275,20,1673,1582,99,0,42
Guinea-Bissau,2020-05-24,1114,6,42,1066,0,0,0
Guyana,2020-05-24,135,10,62,63,8,0,4
Haiti,2020-05-24,865,26,22,817,0,0,0
Holy See,2020-05-24,12,0,2,10,0,0,0
Honduras,2020-05-24,3950,180,468,3302,473,13,29
Hungary,2020-05-24,3741,486,1690,1565,28,4,35
Iceland,2020-05-24,1804,10,1791,3,0,0,0
India,2020-05-24,138536,4024,57692,76820,7113,156,3307
Indonesia,2020-05-24,22271,1372,5402,15497,526,21,153
Iran,2020-05-24,135701,7417,105801,22483,2180,58,1729
Iraq,2020-05-24,4469,160,2738,1571,197,8,153
Ireland,2020-05-24,24639,1608,21060,1971,57,4,0
Israel,2020-05-24,16717,279,14153,2285,5,0,63
Italy,2020-05-24,229858,32785,140479,56594,531,50,1639
Jamaica,2020-05-24,552,9,211,332,2,0,11
Japan,2020-05-24,16451,852,13413,2186,41,7,169
Jordan,2020-05-24,708,9,471,228,4,0,1
Kazakhstan,2020-05-24,8531,35,4352,4144,612,0,138
Kenya,2020-05-24,1214,51,383,780,22,1,3
Kosovo,2020-05-24,1032,29,785,218,7,0,3
Kuwait,2020-05-24,21302,156,6117,15029,838,8,370
Kyrgyzstan,2020-05-24,1403,14,980,409,38,0,23
Laos,2020-05-24,19,0,14,5,0,0,0
Latvia,2020-05-24,1047,22,712,313,1,0,0
Lebanon,2020-05-24,1114,26,688,400,17,0,21
Lesotho,2020-05-24,2,0,0,2,0,0,0
Liberia,2020-05-24,265,26,139,100,10,0,3
Libya,2020-05-24,75,3,39,33,0,0,0
Liechtenstein,2020-05-24,82,1,81,0,0,0,0
Lithuania,2020-05-24,1623,63,1138,422,7,0,3
Luxembourg,2020-05-24,3992,110,3767,115,2,1,9
Madagascar,2020-05-24,527,2,142,383,39,0,4
Malawi,2020-05-24,83,4,33,46,1,1,5
Malaysia,2020-05-24,7245,115,5945,1185,60,0,33
Maldives,2020-05-24,1371,4,144,1223,58,0,16
Mali,2020-05-24,1030,65,597,368,15,2,23
Malta,2020-05-24,610,6,476,128,1,0,3
Mauritania,2020-05-24,237,6,15,216,10,0,8
Mauritius,2020-05-24,334,10,322,2,2,0,0
Mexico,2020-05-24,68620,7394,46979,14247,2764,215,2555
Moldova,2020-05-24,7093,250,3713,3130,99,8,261
Monaco,2020-05-24,98,4,90,4,0,0,0
Mongolia,2020-05-24,141,0,32,109,0,0,2
Montenegro,2020-05-24,324,9,315,0,0,0,1
Morocco,2020-05-24,7433,199,4703,2531,27,1,65
Mozambique,2020-05-24,194,0,0,194,26,0,0
Namibia,2020-05-24,21,0,14,7,1,0,0
Nepal,2020-05-24,603,3,87,513,19,0,17
Netherlands,2020-05-24,45431,5841,168,39422,172,11,0
New Zealand,2020-05-24,1504,21,1456,27,0,0,0
Nicaragua,2020-05-24,279,17,199,63,0,0,0
Niger,2020-05-24,945,61,783,101,2,0,8
Nigeria,2020-05-24,7839,226,2263,5350,313,5,89
North Macedonia,2020-05-24,1978,113,1422,443,37,0,11
Norway,2020-05-24,8352,235,7727,390,6,0,0
Oman,2020-05-24,7770,37,1933,5800,513,1,85
Pakistan,2020-05-24,56349,1167,17482,37700,1748,34,284
Panama,2020-05-24,10926,306,6279,4341,349,7,0
Papua New Guinea,2020-05-24,8,0,8,0,0,0,0
Paraguay,2020-05-24,862,11,307,544,12,0,9
Peru,2020-05-24,119959,3456,49795,66708,4205,83,1880
Philippines,2020-05-24,14035,868,3249,9918,258,5,72
Poland,2020-05-24,21326,996,9194,11136,395,3,217
Portugal,2020-05-24,30623,1316,17549,11758,152,14,9844
Qatar,2020-05-24,43714,23,9170,34521,1501,2,657
Romania,2020-05-24,18070,1185,11399,5486,213,9,212
Russia,2020-05-24,344481,3541,113299,227641,8599,153,5363
Rwanda,2020-05-24,327,0,237,90,2,0,10
Saint Kitts and Nevis,2020-05-24,15,0,15,0,0,0,0
Saint Lucia,2020-05-24,18,0,18,0,0,0,0
Saint Vincent and the Grenadines,2020-05-24,18,0,14,4,0,0,0
San Marino,2020-05-24,665,42,266,357,0,0,0
Sao Tome and Principe,2020-05-24,251,8,4,239,0,0,0
Saudi Arabia,2020-05-24,72560,390,43520,28650,2399,11,2284
Senegal,2020-05-24,3047,35,1456,1556,71,1,40
Serbia,2020-05-24,11159,238,5857,5064,67,0,158
Seychelles,2020-05-24,11,0,11,0,0,0,0
Sierra Leone,2020-05-24,707,40,241,426,86,1,0
Singapore,2020-05-24,31616,23,14876,16717,548,0,994
Slovakia,2020-05-24,1509,28,1301,180,5,0,21
Slovenia,2020-05-24,1468,107,1340,21,0,1,0
Somalia,2020-05-24,1594,61,204,1329,0,0,0
South Africa,2020-05-24,22583,429,11100,11054,1240,22,996
South Korea,2020-05-24,11206,267,10226,713,16,1,13
South Sudan,2020-05-24,655,8,6,641,0,0,0
Spain,2020-05-24,235772,28752,150376,56644,482,74,0
