Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
Shaanxi,China,35.1917,108.8701,2020-01-31,87,0,0,87,Western Pacific
Shandong,China,36.3427,118.1498,2020-01-31,184,0,2,182,Western Pacific
Shanghai,China,31.202,121.4491,2020-01-31,135,1,9,125,Western Pacific
Shanxi,China,37.5777,112.2922,2020-01-31,39,0,1,38,Western Pacific
Sichuan,China,30.6171,102.7103,2020-01-31,177,1,1,175,Western Pacific
Tianjin,China,39.3054,117.323,2020-01-31,32,0,0,32,Western Pacific
Tibet,China,31.6927,88.0924,2020-01-31,1,0,0,1,Western Pacific
Xinjiang,China,41.1129,85.2401,2020-01-31,17,0,0,17,Western Pacific
Yunnan,China,24.974,101.487,2020-01-31,83,0,1,82,Western Pacific
Zhejiang,China,29.1832,120.0934,2020-01-31,538,0,14,524,Western Pacific
Faroe Islands,Denmark,61.8926,-6.9118,2020-01-31,0,0,0,0,Europe
Greenland,Greenland,71.7069,-42.6043,2020-01-31,0,0,0,0,Europe
French Guiana,France,3.9339,-53.1258,2020-01-31,0,0,0,0,Europe
French Polynesia,France,-17.6797,149.4068,2020-01-31,0,0,0,0,Europe
Guadeloupe,France,16.265,-61.551,2020-01-31,0,0,0,0,Europe
Mayotte,France,-12.8275,45.166244,2020-01-31,0,0,0,0,Europe
New Caledonia,France,-20.904305,165.618042,2020-01-31,0,0,0,0,Europe
Reunion,France,-21.1151,55.5364,2020-01-31,0,0,0,0,Europe
Saint Barthelemy,France,17.9,-62.8333,2020-01-31,0,0,0,0,Europe
St Martin,France,18.0708,-63.0501,2020-01-31,0,0,0,0,Europe
Martinique,France,14.6415,-61.0242,2020-01-31,0,0,0,0,Europe
Aruba,Netherlands,12.5211,-69.9683,2020-01-31,0,0,0,0,Europe
Curacao,Netherlands,12.1696,-68.99,2020-01-31,0,0,0,0,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,2020-01-31,0,0,0,0,Europe
Bermuda,United Kingdom,32.3078,-64.7505,2020-01-31,0,0,0,0,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,2020-01-31,0,0,0,0,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,2020-01-31,0,0,0,0,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,2020-01-31,0,0,0,0,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,2020-01-31,0,0,0,0,Europe
Montserrat,United Kingdom,16.742498,-62.187366,2020-01-31,0,0,0,0,Europe
Northwest Territories,Canada,64.8255,-124.8457,2020-01-31,0,0,0,0,Americas
Yukon,Canada,64.2823,-135.0,2020-01-31,0,0,0,0,Americas
Anguilla,United Kingdom,18.2206,-63.0686,2020-01-31,0,0,0,0,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,2020-01-31,0,0,0,0,Europe
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-01-31,0,0,0,0,Europe
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-01-31,0,0,0,0,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-01-31,0,0,0,0,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,2020-02-01,0,0,0,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,2020-02-01,4,0,2,2,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,2020-02-01,0,0,0,0,Western Pacific
Queensland,Australia,-27.4698,153.0251,2020-02-01,3,0,0,3,Western Pacific
South Australia,Australia,-34.9285,138.6007,2020-02-01,1,0,0,1,Western Pacific
Tasmania,Australia,-42.8821,147.3272,2020-02-01,0,0,0,0,Western Pacific
Victoria,Australia,-37.8136,144.9631,2020-02-01,4,0,0,4,Western Pacific
Western Australia,Australia,-31.9505,115.8605,2020-02-01,0,0,0,0,Western Pacific
Alberta,Canada,53.9333,-116.5765,2020-02-01,0,0,0,0,Americas
British Columbia,Canada,53.7267,-127.6476,2020-02-01,1,0,0,1,Americas
Manitoba,Canada,53.7609,-98.8139,2020-02-01,0,0,0,0,Americas
New Brunswick,Canada,46.5653,-66.4619,2020-02-01,0,0,0,0,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-01,0,0,0,0,Americas
Nova Scotia,Canada,44.682,-63.7443,2020-02-01,0,0,0,0,Americas
Ontario,Canada,51.2538,-85.3232,2020-02-01,3,0,0,3,Americas
Prince Edward Island,Canada,46.5107,-63.4168,2020-02-01,0,0,0,0,Americas
Quebec,Canada,52.9399,-73.5491,2020-02-01,0,0,0,0,Americas
Saskatchewan,Canada,52.9399,-106.4509,2020-02-01,0,0,0,0,Americas
Anhui,China,31.8257,117.2264,2020-02-01,297,0,5,292,Western Pacific
Beijing,China,40.1824,116.4142,2020-02-01,168,1,9,158,Western Pacific
Chongqing,China,30.0572,107.874,2020-02-01,247,1,3,243,Western Pacific
Fujian,China,26.0789,117.9874,2020-02-01,144,0,0,144,Western Pacific
Gansu,China,35.7518,104.2861,2020-02-01,40,0,0,40,Western Pacific
Guangdong,China,23.3417,113.4244,2020-02-01,535,0,14,521,Western Pacific
Guangxi,China,23.8298,108.7881,2020-02-01,100,0,2,98,Western Pacific
Guizhou,China,26.8154,106.8748,2020-02-01,29,0,2,27,Western Pacific
Hainan,China,19.1959,109.7453,2020-02-01,62,1,1,60,Western Pacific
Hebei,China,39.549,116.1306,2020-02-01,96,1,0,95,Western Pacific
Heilongjiang,China,47.862,127.7615,2020-02-01,80,2,2,76,Western Pacific
Henan,China,37.8957,114.9042,2020-02-01,422,2,0,420,Western Pacific
Hong Kong,China,22.3,114.2,2020-02-01,13,0,0,13,Western Pacific
Hubei,China,30.9756,112.2707,2020-02-01,7153,249,168,6736,Western Pacific
Hunan,China,27.6104,111.7088,2020-02-01,389,0,8,381,Western Pacific
Inner Mongolia,China,44.0935,113.9448,2020-02-01,23,0,1,22,Western Pacific
Jiangsu,China,32.9711,119.455,2020-02-01,202,0,6,196,Western Pacific
Jiangxi,China,27.614,115.7221,2020-02-01,286,0,9,277,Western Pacific
Jilin,China,43.6661,126.1923,2020-02-01,17,0,1,16,Western Pacific
Liaoning,China,41.2956,122.6085,2020-02-01,64,0,1,63,Western Pacific
Macau,China,22.1667,113.55,2020-02-01,7,0,0,7,Western Pacific
Ningxia,China,37.2692,106.1655,2020-02-01,26,0,0,26,Western Pacific
Qinghai,China,35.7452,95.9956,2020-02-01,9,0,0,9,Western Pacific
Shaanxi,China,35.1917,108.8701,2020-02-01,101,0,0,101,Western Pacific
Shandong,China,36.3427,118.1498,2020-02-01,206,0,3,203,Western Pacific
Shanghai,China,31.202,121.4491,2020-02-01,169,1,10,158,Western Pacific
Shanxi,China,37.5777,112.2922,2020-02-01,47,0,1,46,Western Pacific
Sichuan,China,30.6171,102.7103,2020-02-01,207,1,3,203,Western Pacific
Tianjin,China,39.3054,117.323,2020-02-01,41,0,0,41,Western Pacific
Tibet,China,31.6927,88.0924,2020-02-01,1,0,0,1,Western Pacific
Xinjiang,China,41.1129,85.2401,2020-02-01,18,0,0,18,Western Pacific
Yunnan,China,24.974,101.487,2020-02-01,93,0,2,91,Western Pacific
Zhejiang,China,29.1832,120.0934,2020-02-01,599,0,21,578,Western Pacific
Faroe Islands,Denmark,61.8926,-6.9118,2020-02-01,0,0,0,0,Europe
Greenland,Greenland,71.7069,-42.6043,2020-02-01,0,0,0,0,Europe
French Guiana,France,3.9339,-53.1258,2020-02-01,0,0,0,0,Europe
French Polynesia,France,-17.6797,149.4068,2020-02-01,0,0,0,0,Europe
Guadeloupe,France,16.265,-61.551,2020-02-01,0,0,0,0,Europe
Mayotte,France,-12.8275,45.166244,2020-02-01,0,0,0,0,Europe
New Caledonia,France,-20.904305,165.618042,2020-02-01,0,0,0,0,Europe
Reunion,France,-21.1151,55.5364,2020-02-01,0,0,0,0,Europe
Saint Barthelemy,France,17.9,-62.8333,2020-02-01,0,0,0,0,Europe
St Martin,France,18.0708,-63.0501,2020-02-01,0,0,0,0,Europe
Martinique,France,14.6415,-61.0242,2020-02-01,0,0,0,0,Europe
Aruba,Netherlands,12.5211,-69.9683,2020-02-01,0,0,0,0,Europe
Curacao,Netherlands,12.1696,-68.99,2020-02-01,0,0,0,0,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,2020-02-01,0,0,0,0,Europe
Bermuda,United Kingdom,32.3078,-64.7505,2020-02-01,0,0,0,0,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,2020-02-01,0,0,0,0,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,2020-02-01,0,0,0,0,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,2020-02-01,0,0,0,0,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,2020-02-01,0,0,0,0,Europe
Montserrat,United Kingdom,16.742498,-62.187366,2020-02-01,0,0,0,0,Europe
Northwest Territories,Canada,64.8255,-124.8457,2020-02-01,0,0,0,0,Americas
Yukon,Canada,64.2823,-135.0,2020-02-01,0,0,0,0,Americas
Anguilla,United Kingdom,18.2206,-63.0686,2020-02-01,0,0,0,0,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,2020-02-01,0,0,0,0,Europe
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-02-01,0,0,0,0,Europe
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-02-01,0,0,0,0,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-02-01,0,0,0,0,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,2020-02-02,0,0,0,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,2020-02-02,4,0,2,2,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,2020-02-02,0,0,0,0,Western Pacific
Queensland,Australia,-27.4698,153.0251,2020-02-02,2,0,0,2,Western Pacific
South Australia,Australia,-34.9285,138.6007,2020-02-02,2,0,0,2,Western Pacific
Tasmania,Australia,-42.8821,147.3272,2020-02-02,0,0,0,0,Western Pacific
Victoria,Australia,-37.8136,144.9631,2020-02-02,4,0,0,4,Western Pacific
Western Australia,Australia,-31.9505,115.8605,2020-02-02,0,0,0,0,Western Pacific
Alberta,Canada,53.9333,-116.5765,2020-02-02,0,0,0,0,Americas
British Columbia,Canada,53.7267,-127.6476,2020-02-02,1,0,0,1,Americas
Manitoba,Canada,53.7609,-98.8139,2020-02-02,0,0,0,0,Americas
New Brunswick,Canada,46.5653,-66.4619,2020-02-02,0,0,0,0,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-02,0,0,0,0,Americas
Nova Scotia,Canada,44.682,-63.7443,2020-02-02,0,0,0,0,Americas
Ontario,Canada,51.2538,-85.3232,2020-02-02,3,0,0,3,Americas
Prince Edward Island,Canada,46.5107,-63.4168,2020-02-02,0,0,0,0,Americas
Quebec,Canada,52.9399,-73.5491,2020-02-02,0,0,0,0,Americas
Saskatchewan,Canada,52.9399,-106.4509,2020-02-02,0,0,0,0,Americas
Anhui,China,31.8257,117.2264,2020-02-02,340,0,7,333,Western Pacific
Beijing,China,40.1824,116.4142,2020-02-02,191,1,9,181,Western Pacific
Chongqing,China,30.0572,107.874,2020-02-02,300,2,7,291,Western Pacific
Fujian,China,26.0789,117.9874,2020-02-02,159,0,0,159,Western Pacific
Gansu,China,35.7518,104.2861,2020-02-02,51,0,3,48,Western Pacific
Guangdong,China,23.3417,113.4244,2020-02-02,632,0,15,617,Western Pacific
Guangxi,China,23.8298,108.7881,2020-02-02,111,0,2,109,Western Pacific
Guizhou,China,26.8154,106.8748,2020-02-02,38,0,2,36,Western Pacific
Hainan,China,19.1959,109.7453,2020-02-02,64,1,4,59,Western Pacific
Hebei,China,39.549,116.1306,2020-02-02,104,1,0,103,Western Pacific
Heilongjiang,China,47.862,127.7615,2020-02-02,95,2,2,91,Western Pacific
Henan,China,37.8957,114.9042,2020-02-02,493,2,0,491,Western Pacific
Hong Kong,China,22.3,114.2,2020-02-02,15,0,0,15,Western Pacific
Hubei,China,30.9756,112.2707,2020-02-02,11177,350,295,10532,Western Pacific
Hunan,China,27.6104,111.7088,2020-02-02,463,0,16,447,Western Pacific
Inner Mongolia,China,44.0935,113.9448,2020-02-02,27,0,1,26,Western Pacific
Jiangsu,China,32.9711,119.455,2020-02-02,236,0,7,229,Western Pacific
Jiangxi,China,27.614,115.7221,2020-02-02,333,0,12,321,Western Pacific
Jilin,China,43.6661,126.1923,2020-02-02,23,0,1,22,Western Pacific
Liaoning,China,41.2956,122.6085,2020-02-02,70,0,1,69,Western Pacific
Macau,China,22.1667,113.55,2020-02-02,8,0,0,8,Western Pacific
Ningxia,China,37.2692,106.1655,2020-02-02,28,0,0,28,Western Pacific
Qinghai,China,35.7452,95.9956,2020-02-02,11,0,0,11,Western Pacific
Shaanxi,China,35.1917,108.8701,2020-02-02,116,0,0,116,Western Pacific
Shandong,China,36.3427,118.1498,2020-02-02,230,0,6,224,Western Pacific
Shanghai,China,31.202,121.4491,2020-02-02,182,1,10,171,Western Pacific
Shanxi,China,37.5777,112.2922,2020-02-02,66,0,3,63,Western Pacific
Sichuan,China,30.6171,102.7103,2020-02-02,231,1,11,219,Western Pacific
Tianjin,China,39.3054,117.323,2020-02-02,48,0,1,47,Western Pacific
Tibet,China,31.6927,88.0924,2020-02-02,1,0,0,1,Western Pacific
Xinjiang,China,41.1129,85.2401,2020-02-02,21,0,0,21,Western Pacific
Yunnan,China,24.974,101.487,2020-02-02,105,0,3,102,Western Pacific
Zhejiang,China,29.1832,120.0934,2020-02-02,661,0,32,629,Western Pacific
Faroe Islands,Denmark,61.8926,-6.9118,2020-02-02,0,0,0,0,Europe
Greenland,Greenland,71.7069,-42.6043,2020-02-02,0,0,0,0,Europe
French Guiana,France,3.9339,-53.1258,2020-02-02,0,0,0,0,Europe
French Polynesia,France,-17.6797,149.4068,2020-02-02,0,0,0,0,Europe
Guadeloupe,France,16.265,-61.551,2020-02-02,0,0,0,0,Europe
Mayotte,France,-12.8275,45.166244,2020-02-02,0,0,0,0,Europe
New Caledonia,France,-20.904305,165.618042,2020-02-02,0,0,0,0,Europe
Reunion,France,-21.1151,55.5364,2020-02-02,0,0,0,0,Europe
Saint Barthelemy,France,17.9,-62.8333,2020-02-02,0,0,0,0,Europe
St Martin,France,18.0708,-63.0501,2020-02-02,0,0,0,0,Europe
Martinique,France,14.6415,-61.0242,2020-02-02,0,0,0,0,Europe
Aruba,Netherlands,12.5211,-69.9683,2020-02-02,0,0,0,0,Europe
Curacao,Netherlands,12.1696,-68.99,2020-02-02,0,0,0,0,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,2020-02-02,0,0,0,0,Europe
Bermuda,United Kingdom,32.3078,-64.7505,2020-02-02,0,0,0,0,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,2020-02-02,0,0,0,0,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,2020-02-02,0,0,0,0,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,2020-02-02,0,0,0,0,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,2020-02-02,0,0,0,0,Europe
Montserrat,United Kingdom,16.742498,-62.187366,2020-02-02,0,0,0,0,Europe
Northwest Territories,Canada,64.8255,-124.8457,2020-02-02,0,0,0,0,Americas
Yukon,Canada,64.2823,-135.0,2020-02-02,0,0,0,0,Americas
Anguilla,United Kingdom,18.2206,-63.0686,2020-02-02,0,0,0,0,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,2020-02-02,0,0,0,0,Europe
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-02-02,0,0,0,0,Europe
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-02-02,0,0,0,0,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-02-02,0,0,0,0,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,2020-02-03,0,0,0,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,2020-02-03,4,0,2,2,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,2020-02-03,0,0,0,0,Western Pacific
Queensland,Australia,-27.4698,153.0251,2020-02-03,2,0,0,2,Western Pacific
South Australia,Australia,-34.9285,138.6007,2020-02-03,2,0,0,2,Western Pacific
Tasmania,Australia,-42.8821,147.3272,2020-02-03,0,0,0,0,Western Pacific
Victoria,Australia,-37.8136,144.9631,2020-02-03,4,0,0,4,Western Pacific
Western Australia,Australia,-31.9505,115.8605,2020-02-03,0,0,0,0,Western Pacific
Alberta,Canada,53.9333,-116.5765,2020-02-03,0,0,0,0,Americas
British Columbia,Canada,53.7267,-127.6476,2020-02-03,1,0,0,1,Americas
Manitoba,Canada,53.7609,-98.8139,2020-02-03,0,0,0,0,Americas
New Brunswick,Canada,46.5653,-66.4619,2020-02-03,0,0,0,0,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-03,0,0,0,0,Americas
Nova Scotia,Canada,44.682,-63.7443,2020-02-03,0,0,0,0,Americas
Ontario,Canada,51.2538,-85.3232,2020-02-03,3,0,0,3,Americas
Prince Edward Island,Canada,46.5107,-63.4168,2020-02-03,0,0,0,0,Americas
Quebec,Canada,52.9399,-73.5491,2020-02-03,0,0,0,0,Americas
Saskatchewan,Canada,52.9399,-106.4509,2020-02-03,0,0,0,0,Americas
Anhui,China,31.8257,117.2264,2020-02-03,408,0,14,394,Western Pacific
Beijing,China,40.1824,116.4142,2020-02-03,212,1,12,199,Western Pacific
Chongqing,China,30.0572,107.874,2020-02-03,337,2,9,326,Western Pacific
Fujian,China,26.0789,117.9874,2020-02-03,179,0,1,178,Western Pacific
Gansu,China,35.7518,104.2861,2020-02-03,55,0,3,52,Western Pacific
Guangdong,China,23.3417,113.4244,2020-02-03,725,0,21,704,Western Pacific
Guangxi,China,23.8298,108.7881,2020-02-03,127,0,7,120,Western Pacific
Guizhou,China,26.8154,106.8748,2020-02-03,46,0,2,44,Western Pacific
Hainan,China,19.1959,109.7453,2020-02-03,72,1,4,67,Western Pacific
Hebei,China,39.549,116.1306,2020-02-03,113,1,0,112,Western Pacific
Heilongjiang,China,47.862,127.7615,2020-02-03,121,2,2,117,Western Pacific
Henan,China,37.8957,114.9042,2020-02-03,566,2,0,564,Western Pacific
Hong Kong,China,22.3,114.2,2020-02-03,15,0,0,15,Western Pacific
Hubei,China,30.9756,112.2707,2020-02-03,13522,414,386,12722,Western Pacific
Hunan,China,27.6104,111.7088,2020-02-03,521,0,22,499,Western Pacific
Inner Mongolia,China,44.0935,113.9448,2020-02-03,34,0,1,33,Western Pacific
Jiangsu,China,32.9711,119.455,2020-02-03,271,0,8,263,Western Pacific
Jiangxi,China,27.614,115.7221,2020-02-03,391,0,18,373,Western Pacific
Jilin,China,43.6661,126.1923,2020-02-03,31,0,1,30,Western Pacific
Liaoning,China,41.2956,122.6085,2020-02-03,74,0,1,73,Western Pacific
Macau,China,22.1667,113.55,2020-02-03,8,0,0,8,Western Pacific
Ningxia,China,37.2692,106.1655,2020-02-03,31,0,1,30,Western Pacific
Qinghai,China,35.7452,95.9956,2020-02-03,13,0,0,13,Western Pacific
Shaanxi,China,35.1917,108.8701,2020-02-03,128,0,0,128,Western Pacific
Shandong,China,36.3427,118.1498,2020-02-03,259,0,7,252,Western Pacific
Shanghai,China,31.202,121.4491,2020-02-03,203,1,10,192,Western Pacific
Shanxi,China,37.5777,112.2922,2020-02-03,74,0,2,72,Western Pacific
Sichuan,China,30.6171,102.7103,2020-02-03,254,1,14,239,Western Pacific
Tianjin,China,39.3054,117.323,2020-02-03,60,0,1,59,Western Pacific
Tibet,China,31.6927,88.0924,2020-02-03,1,0,0,1,Western Pacific
Xinjiang,China,41.1129,85.2401,2020-02-03,24,0,0,24,Western Pacific
Yunnan,China,24.974,101.487,2020-02-03,117,0,5,112,Western Pacific
Zhejiang,China,29.1832,120.0934,2020-02-03,724,0,43,681,Western Pacific
Faroe Islands,Denmark,61.8926,-6.9118,2020-02-03,0,0,0,0,Europe
Greenland,Greenland,71.7069,-42.6043,2020-02-03,0,0,0,0,Europe
French Guiana,France,3.9339,-53.1258,2020-02-03,0,0,0,0,Europe
French Polynesia,France,-17.6797,149.4068,2020-02-03,0,0,0,0,Europe
Guadeloupe,France,16.265,-61.551,2020-02-03,0,0,0,0,Europe
Mayotte,France,-12.8275,45.166244,2020-02-03,0,0,0,0,Europe
New Caledonia,France,-20.904305,165.618042,2020-02-03,0,0,0,0,Europe
Reunion,France,-21.1151,55.5364,2020-02-03,0,0,0,0,Europe
Saint Barthelemy,France,17.9,-62.8333,2020-02-03,0,0,0,0,Europe
St Martin,France,18.0708,-63.0501,2020-02-03,0,0,0,0,Europe
Martinique,France,14.6415,-61.0242,2020-02-03,0,0,0,0,Europe
Aruba,Netherlands,12.5211,-69.9683,2020-02-03,0,0,0,0,Europe
Curacao,Netherlands,12.1696,-68.99,2020-02-03,0,0,0,0,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,2020-02-03,0,0,0,0,Europe
Bermuda,United Kingdom,32.3078,-64.7505,2020-02-03,0,0,0,0,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,2020-02-03,0,0,0,0,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,2020-02-03,0,0,0,0,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,2020-02-03,0,0,0,0,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,2020-02-03,0,0,0,0,Europe
Montserrat,United Kingdom,16.742498,-62.187366,2020-02-03,0,0,0,0,Europe
Northwest Territories,Canada,64.8255,-124.8457,2020-02-03,0,0,0,0,Americas
Yukon,Canada,64.2823,-135.0,2020-02-03,0,0,0,0,Americas
Anguilla,United Kingdom,18.2206,-63.0686,2020-02-03,0,0,0,0,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,2020-02-03,0,0,0,0,Europe
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-02-03,0,0,0,0,Europe
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-02-03,0,0,0,0,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-02-03,0,0,0,0,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,2020-02-04,0,0,0,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,2020-02-04,4,0,2,2,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,2020-02-04,0,0,0,0,Western Pacific
Queensland,Australia,-27.4698,153.0251,2020-02-04,3,0,0,3,Western Pacific
South Australia,Australia,-34.9285,138.6007,2020-02-04,2,0,0,2,Western Pacific
Tasmania,Australia,-42.8821,147.3272,2020-02-04,0,0,0,0,Western Pacific
Victoria,Australia,-37.8136,144.9631,2020-02-04,4,0,0,4,Western Pacific
Western Australia,Australia,-31.9505,115.8605,2020-02-04,0,0,0,0,Western Pacific
Alberta,Canada,53.9333,-116.5765,2020-02-04,0,0,0,0,Americas
British Columbia,Canada,53.7267,-127.6476,2020-02-04,1,0,0,1,Americas
Manitoba,Canada,53.7609,-98.8139,2020-02-04,0,0,0,0,Americas
New Brunswick,Canada,46.5653,-66.4619,2020-02-04,0,0,0,0,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-04,0,0,0,0,Americas
Nova Scotia,Canada,44.682,-63.7443,2020-02-04,0,0,0,0,Americas
Ontario,Canada,51.2538,-85.3232,2020-02-04,3,0,0,3,Americas
Prince Edward Island,Canada,46.5107,-63.4168,2020-02-04,0,0,0,0,Americas
Quebec,Canada,52.9399,-73.5491,2020-02-04,0,0,0,0,Americas
Saskatchewan,Canada,52.9399,-106.4509,2020-02-04,0,0,0,0,Americas
Anhui,China,31.8257,117.2264,2020-02-04,480,0,20,460,Western Pacific
Beijing,China,40.1824,116.4142,2020-02-04,228,1,23,204,Western Pacific
Chongqing,China,30.0572,107.874,2020-02-04,366,2,9,355,Western Pacific
Fujian,China,26.0789,117.9874,2020-02-04,194,0,3,191,Western Pacific
Gansu,China,35.7518,104.2861,2020-02-04,57,0,4,53,Western Pacific
Guangdong,China,23.3417,113.4244,2020-02-04,813,0,30,783,Western Pacific
Guangxi,China,23.8298,108.7881,2020-02-04,139,0,10,129,Western Pacific
Guizhou,China,26.8154,106.8748,2020-02-04,58,0,2,56,Western Pacific
Hainan,China,19.1959,109.7453,2020-02-04,80,1,5,74,Western Pacific
Hebei,China,39.549,116.1306,2020-02-04,126,1,0,125,Western Pacific
Heilongjiang,China,47.862,127.7615,2020-02-04,155,2,4,149,Western Pacific
Henan,China,37.8957,114.9042,2020-02-04,675,2,0,673,Western Pacific
Hong Kong,China,22.3,114.2,2020-02-04,17,1,0,16,Western Pacific
Hubei,China,30.9756,112.2707,2020-02-04,16678,479,522,15677,Western Pacific
Hunan,China,27.6104,111.7088,2020-02-04,593,0,31,562,Western Pacific
Inner Mongolia,China,44.0935,113.9448,2020-02-04,35,0,1,34,Western Pacific
Jiangsu,China,32.9711,119.455,2020-02-04,308,0,12,296,Western Pacific
Jiangxi,China,27.614,115.7221,2020-02-04,476,0,20,456,Western Pacific
Jilin,China,43.6661,126.1923,2020-02-04,42,0,1,41,Western Pacific
Liaoning,China,41.2956,122.6085,2020-02-04,81,0,2,79,Western Pacific
Macau,China,22.1667,113.55,2020-02-04,10,0,0,10,Western Pacific
Ningxia,China,37.2692,106.1655,2020-02-04,34,0,1,33,Western Pacific
Qinghai,China,35.7452,95.9956,2020-02-04,15,0,0,15,Western Pacific
Shaanxi,China,35.1917,108.8701,2020-02-04,142,0,2,140,Western Pacific
Shandong,China,36.3427,118.1498,2020-02-04,275,0,11,264,Western Pacific
Shanghai,China,31.202,121.4491,2020-02-04,219,1,12,206,Western Pacific
Shanxi,China,37.5777,112.2922,2020-02-04,81,0,4,77,Western Pacific
Sichuan,China,30.6171,102.7103,2020-02-04,282,1,14,267,Western Pacific
Tianjin,China,39.3054,117.323,2020-02-04,67,0,2,65,Western Pacific
Tibet,China,31.6927,88.0924,2020-02-04,1,0,0,1,Western Pacific
Xinjiang,China,41.1129,85.2401,2020-02-04,29,0,0,29,Western Pacific
Yunnan,China,24.974,101.487,2020-02-04,122,0,5,117,Western Pacific
Zhejiang,China,29.1832,120.0934,2020-02-04,829,0,62,767,Western Pacific
Faroe Islands,Denmark,61.8926,-6.9118,2020-02-04,0,0,0,0,Europe
Greenland,Greenland,71.7069,-42.6043,2020-02-04,0,0,0,0,Europe
French Guiana,France,3.9339,-53.1258,2020-02-04,0,0,0,0,Europe
French Polynesia,France,-17.6797,149.4068,2020-02-04,0,0,0,0,Europe
Guadeloupe,France,16.265,-61.551,2020-02-04,0,0,0,0,Europe
Mayotte,France,-12.8275,45.166244,2020-02-04,0,0,0,0,Europe
New Caledonia,France,-20.904305,165.618042,2020-02-04,0,0,0,0,Europe
Reunion,France,-21.1151,55.5364,2020-02-04,0,0,0,0,Europe
Saint Barthelemy,France,17.9,-62.8333,2020-02-04,0,0,0,0,Europe
St Martin,France,18.0708,-63.0501,2020-02-04,0,0,0,0,Europe
Martinique,France,14.6415,-61.0242,2020-02-04,0,0,0,0,Europe
Aruba,Netherlands,12.5211,-69.9683,2020-02-04,0,0,0,0,Europe
Curacao,Netherlands,12.1696,-68.99,2020-02-04,0,0,0,0,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,2020-02-04,0,0,0,0,Europe
Bermuda,United Kingdom,32.3078,-64.7505,2020-02-04,0,0,0,0,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,2020-02-04,0,0,0,0,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,2020-02-04,0,0,0,0,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,2020-02-04,0,0,0,0,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,2020-02-04,0,0,0,0,Europe
